,Title,Link,Description,Day,Month,Year,Hour,Creator,Topic
19,BTNet NRO - IP settings,https://business.forums.bt.com/t5/Broadband/BTNet-NRO-IP-settings/m-p/85974#M15745,"Hi,             I'm working with a client who have opted for a BTNet 1000MBPS No Router Option install, and have got an ADVA FSP 150-GE102PRO installed by a BT engineer. This presents an SFP interface.             We've installed a Draytek Vigor 3910, and connected it to the SFP port on the ADVA via one of the SFP+ ports on the Vigor, but when it comes to WAN configuration, we're a bit stuck as we seem to be missing some IP information from BT.             Our customer ordered 5 static IPv4 addresses, and originally BT only sent over the ""BTnet_NRO_User_Guide"" documentation without any IP details at all. After chasing for some IP details, we got an email apologising and saying they were supposed to have been sent already, then explaining as follows:             PRE IPv4 Directly Conn IPV4 Net ",14,Feb,2022,09,uantorano,Broadband
20,60148 not working,https://business.forums.bt.com/t5/Broadband/60148-not-working/m-p/85957#M15742,I get a reply not able to test via SMS... ,09,Feb,2022,08,kelper,Broadband
21,The New Way to Test Your Service,https://business.forums.bt.com/t5/Broadband/The-New-Way-to-Test-Your-Service/m-p/85947#M15741,"If you’d like to test your fibre broadband service without having to call us, we now have a new text service which can run tests without all the hassle - text   STRONG Fault   STRONG  followed by your broadband telephone number to   STRONG 60148.   STRONG  Your mobile will need to be registered on your account for the test to run. Then relax and wait while we test your service. Once completed, we’ll text you back the results and next st   &amp n ",09,Feb,2022,12,BethM,Broadband
22,3rd Party Routers,https://business.forums.bt.com/t5/Broadband/3rd-Party-Routers/m-p/85925#M15725,I am trying to set up a Dray Tek 2832n router to use with my BT Business broadband but cannot get it it to connect to the line.  I have looked through this forum and used all the information I have found but cannot get itt to w   Current settings ,01,Mar,2022,12,udrinabo,Broadband
23,BT Guest WiFi via Discs,https://business.forums.bt.com/t5/Broadband/BT-Guest-WiFi-via-Discs/m-p/85879#M15715,"I have recently got BT Business Broadband and have the BT Business Smart Hub. I also have several Wi-Fi Discs, as it was my intention to use the BT Guest Free WiFi around the building to allow visitors to connect.             I have a good setup working with the discs, however they don't appear to broadcast the Guest WiFi, only the private network, and so in the above context don't therefore allow me to provide the guest WiFi around the building, as their advertising seemed to indicate I could do.             I have attempted to chat to an agent online but they couldn't understand properly my query and seemed to indeed indicate that the Guest WiFi does not work via the Discs.               Does anyone else use the Guest WiFi via the discs, or have I been mis-sold the product in terms of how its led me to believe I could when its not possible? ",17,Jan,2022,18,Nick_HF,Broadband
24,FTTP Static IP,https://business.forums.bt.com/t5/Broadband/FTTP-Static-IP/m-p/85871#M15710,"Hi all,             Looking for some information on FTTP with a static IP.             I cuurently have adsl2 into my property and to get the static IP I have to put the smart hub into bridge mode and this then passes the IP across to my 3rd party router. I'm due to have FTTP installed very shortly and I'm slightly confused how the static IP will then be passed to my 3rd party router.             From the ONT this will be an ethernet cable, will I plug this into the smart hub and then ethernet into my 3rd party router to obtain a static IP? Or can I plug directly from the ONT into my 3rd party router which will give me the static IP?             For ADSL when I used my old openreach modem I could not get a static IP even when enterning my username and password provided by BT. I was informed that the static IP information is stored on the smart hub and I would need to put it in bridge mode to get the static IP. That's fine for ADSL but is it the same for FTTP?             So in short the information im looking for is, if I plug my 3rd party router directly into the ONT and use PPPOE with my login credentials provided will I get a static IP? Does the smart hub allow a bridge mode for FTTP connections like it does for ADSL?             Many thanks in advance ",13,Jan,2022,13,RichieRich,Broadband
25,Lease Line Install Delays,https://business.forums.bt.com/t5/Broadband/Lease-Line-Install-Delays/m-p/85856#M15705,"Lease Line Install issues                                                           Has anyone else had issues with extremely long delays on a lease line install?       I placed an order for a lease line in August 2109 and it is still to be completed. As much as I have an open complaint with BT, I cannot see any progress. I cannot go to the ombudsmen because our company is too large and I believe that if I were to cancel my order and go elsewhere, it would still be Openreach installing the line, which is where the problem seems to lie. The problem being, that if I complain to Openreach, I get directed straight back to BT. Brill.      What should I be doing next? Apparently, the only option is to go legal. This seems extreme and possibly expensive.       Obviously, there was an issue with lockdown in 2020. I don't feel that excuse still holds water though. ",06,Jan,2022,15,RobV4Wood,Broadband
26,Problems with constant dropping connection during livestream,https://business.forums.bt.com/t5/Broadband/Problems-with-constant-dropping-connection-during-livestream/m-p/85842#M15702,"I recently had BT Business Broadband installed in our church for the purpose of livstreaming services. The line speed test indicates an upload speed of circa 45 mbs and Download circa 6mbs, but when we try to livstream to facebook within about 5 minutes or so, we get a 'slow internet' message from our camera and the connection will temporarily drop. It usually reestablishes the connection and then about 5 minuts later it will drop out again (and so on and so on!). If I do a speed test after trying to stream, it reports back with an upload speed of around 1-2 mbs and barely eny upload speed at all.      We have the camera connected to the router via ethernet and there are no other users accessing via broadband. We report this as a fault and bt checked the line and advised that it was resolved, but it is still unusable. We have now had this new line for about 8 weeks and we still havent been able to successfully stream with it. ",28,Dec,2021,17,CloughPres,Broadband
27,4G Assure connection to router,https://business.forums.bt.com/t5/Broadband/4G-Assure-connection-to-router/m-p/85841#M15701,"Dongle is attached as per instructions to a BT Business hub - BUT it shows as ""Not connected"" and no signal bars . . . . any idea why?      Everything else seems to work . . . . ",27,Dec,2021,16,b-SMR,Broadband
28,These ip settings are not valid on the BT Business smart hub,https://business.forums.bt.com/t5/Broadband/These-ip-settings-are-not-valid-on-the-BT-Business-smart-hub/m-p/85839#M15700,"Hi,              I am trying to setup up my new Business Smart Hub 2 to ip address 10.0.0.xxx and it wont let me.       I get this error ""These ip settings are not valid on the BT Business smart hub"" has anyone come across this and is there       a fix for it.             Many Thanks             JP ",26,Dec,2021,13,unningbear21,Broadband
29,Business Smart Hub access control keeps switching off,https://business.forums.bt.com/t5/Broadband/Business-Smart-Hub-access-control-keeps-switching-off/m-p/85794#M15691,"I am really pleased with the Business Smart Hub. In particular, the wifi is solid. However, the one thing that doesn't seem to work properly is access control. I have it set up to remove access overnight until the next day, but it keeps switching off. Every now and again I check and it is switched off. Switch it on, save, and it works for a while before switching off again.             Any thoughts about this or do I have to live with it?             Thanks in advance. ",02,Dec,2021,16,KevinW,Broadband
30,BT Hybrid Connect,https://business.forums.bt.com/t5/Broadband/BT-Hybrid-Connect/m-p/85785#M15686,"Looking at BT broadband with the Hybrid Connect 4G backup. Question relates to what happens to a static IP address when the landline drops &amp amp  the 4G connection kicks in - does the static IP address get assigned to the 4G connection to allow services that rely on it to continue working (this is for an IP phone installation).           The incoming calls rely on the static IP address of our broadband connection to find our office - but (I am assuming) when the landline drops and the connection is taken up by the 4G connection, a different IP address will come into force and the incoming calls won't reach us.      The same would be true, I think, for any service that is relying on a static IP address for routing - UNLESS BT have done something clever with the allocation of IP addresses.      So, my question remains: will the static IP address somehow get transferred over, or will the 4G backup be of no use in keeping the IP phone connections running? Surely we aren't the first to want to know this? ",30,Nov,2021,16,neilsherry,Broadband
31,Windstream Fixed Wireless - Does it use a modem?,https://business.forums.bt.com/t5/Broadband/Windstream-Fixed-Wireless-Does-it-use-a-modem/m-p/85714#M15638,P   I have not used fixed wireless service before and they are suppose to be installing it this week. They are sending out a rental modem for my install this week. I had fiber in my prior house and the fiber was just a ethernet cable I plugged into my router - no modem. My understanding is the fixed wireless is converted and brought into the house as a ethernet cable as well - so are they just trying to rent me a router? Or is there an actual modem used with fixed wireless. Searching online I could not find anything. ,23,Nov,2021,06,KemarRoach,Broadband
32,Replace BT Business Smarthub,https://business.forums.bt.com/t5/Broadband/Replace-BT-Business-Smarthub/m-p/85626#M15616,"I need VPN access and the new BT SMarthub does not have this apart from portforwarding to a server which I dont want to do. Has anyone replaced the BT hub with another modem (TP-link, Draytek etc) which has native VPN in the firmware? If so, can the 4G backup be used as well as this is critical to our systems? Many thanks in advance ",12,Nov,2021,20,AmaliJules,Broadband
33,Static Routes on BT Business Smart Hub 2,https://business.forums.bt.com/t5/Broadband/Static-Routes-on-BT-Business-Smart-Hub-2/m-p/85591#M15606,"Hi,      A charity I help has just been given a BT Business Smart Hub 2 with hybrid 4G connect box, designed to help keep broadband service reliable despite the trees that keep disconnecting the telephone line.      Unfortunately I don't seem able to configure it to match the existing wired router. In particular I'm trying to configure static routes so packets destined for the VPN get sent to the local VPN router which knows what to do with them.             The Smart Hub 2 router is handing out IP addresses in the range 192.168.4.1 and 192.168.4.253 .             The VPN router has IP address of 192.168.4.10 from that router.             The static route I'm trying to set up is      subnet IP: 192.168.1.0 subnet mask: 255.255.255.0 gateway IP 192.168.4.10             The error message I'm getting is      'Invalid gateway IP: 192.168.4.10. Only allow value between 192.168.1.1 and 192.168.1.253.'             As the 'allow value' IP addresses aren't routeable in the 192.168.4.0 24 network, it implies that static routes are not possible. But there is a web interface dedicated to giving them.             Have I missed something? How do I set these routes up? We have a range of routers doing exactly that on other sites so I'm just trying to get it to do what the existing router is doing. I can't just stick the hybrid connect box on the existing router because it needs to pair with the smart hub to work.             Thanks to anyone who can shed light on this. ",09,Nov,2021,19,ial1899,Broadband
34,Business line not activated,https://business.forums.bt.com/t5/Broadband/Business-line-not-activated/m-p/85547#M15602,"DOWN A CLASSIC BT INFINITY WORMHOLE OF STRANGE UNNAVIGABLE PROCEDURALS  - I HAD A NEW BUSINESS LINE INSTALLED 3 WEEKS AGO IT HAS STILL NOT BEEN ACTIVATED - WORSE STILL BT HAVE CUT OFF MY DOMESTIC BROADBAND INSTEAD! APPARENTLY THIS WAS DUE TO A DESIST AND REINSTATE ORDER ! WHY???? MY NEW LINE WAS TO BE A TOTALLY SEPERATE ACCOUNT. IF I call in on my landline, WHICH IS THE ONLY WAY I HAVE OF CONTACTING BT  it immediately directs me to my domestic account and I cannot contact anyone in Business to SORT THIS OUT! OR REINSTATE MY EXISTING DOMESTIC ACCOUNT- I just keep being told my order has ""failed on the sysytem"" No calls from COMPLAINTS AS PROMISED BUT AN EMAIL TO TELL ME NO FURTHER ACTION IS BEING TAKEN ? this is BT'S MESS NOT MINE!!! HOW IS IT POSSIBLE THAT BT CLAIM TO BE THE BEST PROVIDER OF BROADBAND IN THE UK - NOT MUCH OF A BENCHMARK IS THERE? ",02,Nov,2021,11,LumpyPrincess,Broadband
35,Business line not activated,https://business.forums.bt.com/t5/Broadband/Business-line-not-activated/m-p/85546#M15601,"I am stuck in a CLASSIC BT INFINITY LOOP OF FRUSTRATION.  I had a new business line installed at my property and was issued a new telephone number. When I called in TO ACTIVATE it, I naturally called using my domestic landline, I now realise this was a comedic error because BT automatically puts you through to domestic broadband because you're calling on a domestic line!! So even though I explained all of this to the operator, he insisted what I needed to do in order to activate my broadband on my business line was to initiate a desist and reinstate order which sounded completetely illogical to me but hey ho, ours not to reson why... He also told me that this would happen on the 20 11 2021 and that at no time would I be without a service. Subsequently my domestic broadband was CUT OFF on the 20th of October !! And GUESS WHAT?! No SERVICE HAS BEEN ACTIVATED ON MY NEW BUSINESS LINE - I HAVE BEEN WITHOUT INTERNET FOR TWO WEEKS AND COUNTING. I HAVE BEEN TOLD SOMEONE FROM COMPLAINTS IS HANDLING MY CASE AND I WOULD BE CALLED. I HAVE ALSO BEEN EMAILED SAYING MY COMPLAINT HAS BEEN RESOLVED! I HAVE YET TO BE CALLED AND WHEN I CALLED THIS MORNING TO REITERATE MY COMPLAINT OR TRY TO GET ANYONE TO DO ANYTHING, LO AND BEHOLD I AUTOMATCALLY GET PUT THROUGH TO DOMESTIC BECAUSE IM CALLING ON A DOMESTIC LINE! 0800 800 152 GETS DIVERTED THROUGH TO DOMESTIC TOO! SUPPOSEDLY THE SYSTEM IS DOWN TODAY...SWEET JESUS. I DO NOT have the option to log onto a BT Hotspot as advised NOT EVERYONE LIVES IN LONDON. I do not get good mobile signal where i live, HENCE MY NEED FOR A BUSINESS BROADBAND AND LANDLINE SERVICE TO MY PROPERTY. I'M NOT EVEN ASKING FOR FIBRE - THAT WOULD BE BEYOND MY WILSDEST IMAGINATION TO GET ABOVE 1MBPS... ",02,Nov,2021,09,LumpyPrincess,Broadband
36,4G assured dongle with Draytek router,https://business.forums.bt.com/t5/Broadband/4G-assured-dongle-with-Draytek-router/m-p/85492#M15596,Is there a solution to use BT’s 4G assured dongle directly with the Draytek router (without using BT Hub)? We tried everything but can’t get connection to the network. ,26,Oct,2021,21,Neo,Broadband
37,BT Business SmartHub 2 and Fixed IP addresses,https://business.forums.bt.com/t5/Broadband/BT-Business-SmartHub-2-and-Fixed-IP-addresses/m-p/85468#M15589,"There are two reasons for buying static IP addresses:             1. (The obvious one) - so you can provide a way for users outside your network to access your services.             2. So the users inside your network can access services on external machines in the cloud, where those machines use IP addresses to control user access.             BT is doing (1). I don't understand why they are using the dynamic address of the hub as the source address when forwarding out from the local 192.168 network.             Surely the base address of my 7 ip addresses, used internally on the local network for routing, is available for use. It's there, all that needs to happen is to change the Hub setup to use it. If this is not technically possible, then I'd like to know why.             OK I can use a VPN, but given that my broadband is not really super fast, I don't want to slow connections down.             However. I am doubtful that this moan will have any effect - if you think that this should happen for you.. please complain to BT. ",24,Oct,2021,13,pcollinson,Broadband
38,"BT Business Smart Hub 2, Whole Home Discs and FF900",https://business.forums.bt.com/t5/Broadband/BT-Business-Smart-Hub-2-Whole-Home-Discs-and-FF900/m-p/85467#M15588,"Hi      I am waiting for FF900 to be connected to our premises - BT have sent all the bits and pieces including a Business Smart Hub 2.             At the moment we are using a Smart Hub Type A, which connects to 6 Ethernet connected whole home discs (white) since I have hardwired Cat 6 sockets in most areas.             I'm seeing some worrying things online that say I can't use the new Smart Hub 2 with whole home discs, only the Complete (Black) Discs and even then the Complete discs are not meant to be connected via ethernet.      This will seriously affect how our wi-fi works.             So, two questions:      1. Can I use our 6 whole home white discs with the Business Smart Hub 2 and FF900?      2. If not, then can I continue to use the Smart Hub Type A and connect FF900 to it, rather than the new hub?             Any help or advice would be gratefully recieved. ",24,Oct,2021,08,FiveLittleFish,Broadband
39,Now day 6 no internet,https://business.forums.bt.com/t5/Broadband/Now-day-6-no-internet/m-p/85266#M15570,"class=""lia-message-body""    class=""lia-message-body-content""   Tried 2 different all new routers even so called all singing hub 2 , none of them will sync , Open reach have washed there hands of the fault saying nothing further they can do ,       no line fault , full signal to the socket , equipment tested and works, exchange says no issues , so WHY wont the routers sync.                            class=""simple-translate-button ""         class=""simple-translate-panel ""    class=""simple-translate-result-wrapper""   P class=""simple-translate-result""        P class=""simple-translate-candidate"" ",01,Oct,2021,10,yuzahudu,Broadband
40,Low disk space. Low memory,https://business.forums.bt.com/t5/Broadband/Low-disk-space-Low-memory/m-p/85259#M15568,It is a long time since I have used Outlook Express but now I don't appear to be able to do anything. I have .dbx extension file and i cannot open it cause of the following messager: Error: Possible causes are: Low disk space. Low memory.             Any suggestion for this issue so please reply. Thanks in advance. ,01,Oct,2021,06,Michael623,Broadband
41,Urgent Help Needed...BT Smart Hub 2...Bridging Mode Assistance.,https://business.forums.bt.com/t5/Broadband/Urgent-Help-Needed-BT-Smart-Hub-2-Bridging-Mode-Assistance/m-p/85212#M15563,"Hello everyone, I hope one of you good people in this community can help me out with my issues. I have tried ringing bt customer service and spent over an hour on the phone  but they haven't been any helpful to say the least.  The person kept going around circles about the everything so here I am.             A bit of background, so I have had a business broadband package with BT for over 5 years now and up till now we had been using a white Openreach dsl modem. I had a broadband cable going from the wall socket (openreach mk4) to the dsl port on openreach dsl modem and then an ethernet cable going from Lan1 on the dsl modem to a Draytek Vigor 2925 router. Everythig had been working fine but I decided to upgrade my package and get their latest deal for broadband + phone + hybrid connect.             Now they sent me a BT Smart Hub 2, an ip phone for their digital phone line and a hybrid connect device. I wanted to use to same third party Draytek router so I put the SH2 into bridge mode and connected the Draytek router to one of the lan ports on the SH2. I tried the WAN port on SH2 but there was no internet on that so I just plugged into on of the four ethernet ports and my Draytek is working...BUT not without issues. I am getting wifi speed of upto 65-70mb on wireless devices BUT on my computer that's connected through an etehrnet cable is only getting around 5-6 mb download and most of the times when i go on speedtest.net to test, it stays on connecting when I hit the go button and never runs thes test. Speedtest app on mobile shows around 60-70 mb as well. So does anyone know what could be the issue here? Why such slow speeds on the wired connection?             Some other questions as well If any of you can answer them for me.             1 - Ever since I turned the SH2 into bridge mode, the round led light on it stays on solid orange. According to the guidebook solid orange led means there is something wrong with the service, but in a normal mode SH2 shows blue led but in bridge mode it turns orange. So is it supposed to turn orange in bridge mode or is there something acutally wrong with it?             2 - My ip phone (Yealink W60B) is supposed to be connected to the SH2. But when I connect to SH2, it doesn't get any connection so I thought maybe because its in bridge mode. So I tried connecting to Draytek where it picked up the network but still wouldnt't pick up the line ability to call. Whenever I try to ring it says ""unknown uri scheme"" and when I press the line button on the phone it, it shows empty menu.             3 - The Hybrid Connect 4g device is also supposed to be connected to SH2 but it keeps flashing blue without being able to link to the SH2. Once again I doubt its because the SH2 is in the bridge mode. But is there anyway I can have it set up and connected to SH2 even if the SH2 is in the bridge mode.             4- General question regarding SH2, does it have the ability to bind an ip to a mac address like the Draytek router so even if the whole system gets rebooted, some devices such as cctv get the same ip for remote viewing. I read sometning about the ip reservations but I am not sure if its 100 percent same as binding ip address to mac address.             I wish I could use SH2 but in my experience over the past 5 plus years with BT, their routers just aren't good enough so I have to use the Draytek but its causing so much issues with the digital phone line,hybrid connect and the slow ethernet speeds. At the moment, the only thing I can think of is to use the SH2 in normal mode and just buy a switch to plug everything into it but I am not sure if SH2 is going to able to set up port forwarding and binding ips for remote access to devices such as cctv and epos systems. ",23,Sep,2021,13,mkashif88,Broadband
42,BT Business hub 2 - DMZ ip changing itself,https://business.forums.bt.com/t5/Broadband/BT-Business-hub-2-DMZ-ip-changing-itself/m-p/85141#M15559,"Hi, Im having an issue with my new BT biz hub 2...I place in an IP in the DMZ and it' changing everytime I reboot the hardware i'm connecting (dealerboard). On my previous BT biz hub 1 it never changed from what I initially put in. I've tried a reset but remains the same and is changing daily..Surely the DMZ shouldn't change by itself? ",13,Sep,2021,15,KM78,Broadband
43,Bridge Mode Questions,https://business.forums.bt.com/t5/Broadband/Bridge-Mode-Questions/m-p/85124#M15553,"Hi,             I am due to fit a FortiGate firewall at a site that has BT Business broadband in the form of FTTC. It appears to be VDSL as the speed is about 70mbps and the BT wholesale finder shows that as the VDSL speed.             We will be putting their BT Business Hub 5 into bridge mode and then plugging the WAN port of the FortiGate into the Hub.             With it being VDSL, will this just work on DHCP? Or do I have to setup PPPoE and use Vlan 101 on the FortiGate?             When logging into their BT Busines Hub 5, I can see authentication settings with a XXXXXXX@HGXX.btclick.com username in the connection information. However, im not able to see the password.             Please can someone advise what I will need to complete this setup?             I also have an Openreach modem that I can use too if that will make life easier. ",09,Sep,2021,12,AvidPontoon,Broadband
44,4G assure and Bridge Mode,https://business.forums.bt.com/t5/Broadband/4G-assure-and-Bridge-Mode/m-p/85119#M15552,"class=""lia-quilt-row lia-quilt-row-main""    class=""lia-quilt-column lia-quilt-column-20 lia-quilt-column-right lia-quilt-column-main-right""    class=""lia-quilt-column-alley lia-quilt-column-alley-right""    class=""lia-message-body""    class=""lia-message-body-content""   We have just moved premises and while I'm waiting for the new line to be sorted out I assumed the modem would continue working using the 4G dongle. However I have checked and it seems that when you have the modem running in bridging mode you cannot connect via 4G.      Can someone confirm if this is correct?     Thanks. ",09,Sep,2021,07,YekinKebo,Broadband
45,Blocked US Websites,https://business.forums.bt.com/t5/Broadband/Blocked-US-Websites/m-p/85043#M15539,Hi              We supply parts to the aerospace industry and currently do a lot of work for the US DOD. This requires us to get access to certain sites to clariffy our Cyber Security credentials. Unfortunately when we try to access these sites we get a message to say this site can't be reasched. We have beeen told by our IT Dept this is due to certain sites from the US being blocked by BT. We need access to theses sites to continue our work with the DOD so could someone please let me know why these sites are blocked and why we can not access them? Thanks  Jim ,02,Sep,2021,12,sl-engineering,Broadband
46,Connection cancelled again!,https://business.forums.bt.com/t5/Broadband/Connection-cancelled-again/m-p/85008#M15536,"I ordered a new business broadband connection to my house three months ago! My current line is constantly faulty ( been repaired three times this year already) I am connected to box 10 3 miles from my house and get only 1Mbps download. My neighbours are all connected to a new junction box 18 approximately 100 yards from my house and enjoy 40-60mbps. At the time of the box being installed, we were assured by Openreach that all the houses were going to be connected to the new box but we were NOT- it has taken me three years of complaints and requests but  am no further. I thought requesting a new connection would solve this issue but I have HAD MY ORDER CANCELLED 4 TIMES - EACH TIME AN ENGINEER IS BOOKED IN THEY DONT APPEAR AND I GET AN EMAIL SAYING MY ORDER HAS BEEN CANCELLED???!! WHO IS SHARMA? I keep getting cheerful but utterly pointless emails from this person saying my order is being dealt with and How do I wish to proceed? Like progress is something I can anticipate at this stage! What do I do??  I am very reluctant to spend another 2hours of my life being passed from department to department when nobody at BT is willing to help or answer my questions ",30,Aug,2021,10,LumpyPrincess,Broadband
47,BT -Sign Boards Made - Cancellation,https://business.forums.bt.com/t5/Broadband/BT-Sign-Boards-Made-Cancellation/m-p/84915#M15531,"Hi everyone: i am looking for my life saving Advice here.               I quit my job and opted to start a Small business in Lodge Lane, Grays, Essex. I choose BT to have Business Broadband and dozens of stakeholders to deal with to start my business, as how it goes.               BT issued me number and my doors are ready to open for business in last days of July,2021 (while being under huge financial pressure). The department i paid most amount of (bank borrowed) money was ‘advertising’ …. An ad agency beautifully engraved Phone number on sign-board as my landline was up and running in store and we are just waiting to open the service Centre doors now!!! after 2 weeks of using BT BroadBand (wifi +landline) my Contract has been cancelled without even 1 letter or reason of cancelling it.               the amount of money i have spent on signboard, leaflets and visiting cards is leaving me in immense discomfort and mental state where i cannot imagine to NOT have this number which is now part of my business and customers been trying to approach my via that. I made 12 complaint calls with BT and result was gaining a new contract under same number while paying extra money…… this all happened in 10 days… BT has issued me broadband kit once again and after 24 hours of that, bt has cancelled my contract again saying that ‘’We cannot disclose the reason behind cancellation of contract and number due to security reasons’’?????? Hence my sign-board company need another £5k+ to make a whole new 3D sign-board in-order to change the number.               it’s been 2 weeks now That BT is just pushing me too far from a normal start in my business which i have been planning from past 5 years…i am losing money every single day due to nature of business dependent majorly on phone…atm we are living on mobile phone which was not part of our advertisement campaign we ran. We are aware of possible compensations and claims we could make but primarily, we would like to have our number up and running which is our top priority!          If there is anyone who could help us resolve this i’ll be in debt. It’s been my biggest nightmare so far…… kindly help ",23,Aug,2021,09,Drtechlabsuk,Broadband
48,Wits End. BT ruining business &amp; can't cope anymore. How to get ONE representative to take ownership,https://business.forums.bt.com/t5/Broadband/Wits-End-BT-ruining-business-amp-can-t-cope-anymore-How-to-get/m-p/84886#M15527,"Issues since June at business site. It's a very long, very complicated story involving over 10 site visits and hours on the phone to several different people, each who promise to fix the issues but then they don't. So difficult to get through to anyone who understands as despite all the online chats and phone calls and complaints you have to run through the same story every time. I am literally at a standstill with nowhere to turn.             Does anyone know how to get through to ONE person who will take ownership of the issue until is is resolved or who to complain to to escalate (NOT BT)? This is seriously making me ill and my business is going to go under. I'd even appreciate someone acting as my representative in contacting BT if they have some magic way of getting someone to help. ",19,Aug,2021,15,uiningbusiness,Broadband
49,have problems with BT business hub 5 and apple iPad,https://business.forums.bt.com/t5/Broadband/have-problems-with-BT-business-hub-5-and-apple-iPad/m-p/84874#M15526,"FONT face=""arial,helvetica,sans-serif"" size=""4"" Hello,   FONT                FONT face=""arial,helvetica,sans-serif"" size=""4"" I have a BT business hub 5 and it works find the only problem I am facing is that when using iPad upstairs find that the iPad has problems finding the router when it does find the router and it conect find that the internet is very slow webpages don't even load up have tried 3 web browsers but get the same problem.   FONT                FONT face=""arial,helvetica,sans-serif"" size=""4"" Have re-booted the router, reset my iPad but no good.   FONT                FONT face=""arial,helvetica,sans-serif"" size=""4"" Any help would be great.   FONT                FONT face=""arial,helvetica,sans-serif"" size=""4"" Thanks   FONT ",18,Aug,2021,09,Apache060,Broadband
50,"How do you detect dialup, broadband or wireless Internet connections in C++ for Windows?",https://business.forums.bt.com/t5/Broadband/How-do-you-detect-dialup-broadband-or-wireless-Internet/m-p/84800#M15522,"I have an installation program (just a regular C++ MFC program, not Windows Installer based) that needs to set some registry values based on the type of Internet connection: broadband, dialup, and or wireless. Right now this information is being determined by asking a series of yes or no questions. The problem is that the person doing the installations is not the same person that owns and uses the computer, so they're not always sure what the answers to these questions should be. Is there a way to programatically determine any of this information? The code is written in C++ (and optionally MFC) for Windows XP and up. .NET-based solutions are not an option because I don't want to have to determine if the framework is installed before our installation program can run.      To clarify, the issue is mainly that wireless and dialup connections are not ""always-on"", which creates a need for our product to behave a different way because our server is not always available. So a strictly speed-measuring solution wouldn't help, though there is a setting that's speed dependent so that the product doesn't try to send MB of information through a dialup connection as soon as it connects ",12,Aug,2021,05,Robert8873,Broadband
