,Title,Link,Description,Day,Month,Year,Hour,Creator,Topic
76,Simultaneous BT Text and  e-mails (with PIN numbers) plus landline calls re wifi,https://community.bt.com/t5/BT-com-Community-feedback/Simultaneous-BT-Text-and-e-mails-with-PIN-numbers-plus-landline/m-p/2170113#M15777,"Just want to alert people to the latest phishing scam, with emails apparently coming from customer@feedback.bt.com entitled ""Customer Survey - 5 minutes"", inviting the recipient to complete an online survey.      The body of the email I received started with: ""    Thank you for your recent purchase of BT Broadband, your service should now be delivered and available for use."", whereas my most 'recent' purchase of BT Broadband was when I renewed my contract for another 24 months last August, so not exactly 'recent'!  Hence my suspicions were immediately aroused.           BT Customer Services have confirmed to me that no such email has been sent to my email address by BT.      I have since reported the scam email to   A href=""mailto:phishing@bt.com"" target=""_blank"" phishing@bt.com   A  and   A href=""mailto:report@phishing.gov.uk"" target=""_blank"" report@phishing.gov.uk   A  (Action Fraud).      Please be very careful, as this is the most convincing scam email I have seen to date. ",02,Jul,2021,17,Oldeafnweary,ForumHelp
77,"Phishing email from customer@feedback.bt.com entitled ""Customer Survey - 5 minutes""",https://community.bt.com/t5/BT-com-Community-feedback/Phishing-email-from-customer-feedback-bt-com-entitled-quot/m-p/2170069#M15775,"Received a call, to my landline, from 07926615238 saying that they were BT and that my connection had been compromised and was being used by another IP address.  Then received a text, to my mobile, with a two step authentication passcode on a number that BT have used in the past to arrange appointments etc (64364).  Is this genuine?  If not how did they get my mobile and landline and send messages from a BT number?  When I told the caller that I had difficulty understanding her, she hung up. ",02,Jul,2021,12,ndydenyer,ForumHelp
78,Scam or genuine?,https://community.bt.com/t5/BT-com-Community-feedback/Scam-or-genuine/m-p/2169867#M15767,"We as a small business had BT broadband at our billing address office, it came out of contract years ago but the payments were low and there was low usage there, we paid £50 a quarter , last October (2020) the bill went up to over £200 for the quarter , when i asked BT they said we upgraded the contract, we did not, they said they would find the phone call when this was agreed and listen to it, low and behold there was no phone call, the outcome of that was they agreed to put it back to what it was. I decided to come away from BT due to that.       So i went with another company, sent the BT hub back and now i have a £400 early termination fee. I have raised this with BT and i have a complaint issued but when i was talking to the person on the live webchat, I stated we had not renewed or taken the contract out in October and his words were ""you never renewed you were provided with a contract"" I asked him what he meant and he couldn't tell me.....please someone explain to me, can people just be provided with legally binding contracts that they do not actually have to consent to? ",01,Jul,2021,11,hclements,ForumHelp
79,BT has issued me with a contract i did not want,https://community.bt.com/t5/BT-com-Community-feedback/BT-has-issued-me-with-a-contract-i-did-not-want/m-p/2168248#M15743,"Please delete. I am no longer a BT customer, and have no use for the BT Community acco   Once again, please delete my account, and everything associated with it - datas, posts, replies. ",23,Jun,2021,08,11a,ForumHelp
80,Delete my forum account,https://community.bt.com/t5/BT-com-Community-feedback/Delete-my-forum-account/m-p/2166811#M15720,"I have over the last few days been receiving texts on my standard GSM   STRONG O2   STRONG  mobile phone 07711...449     They are as follows.     FONT face=""Arial, sans-serif""   FONT size=""4""   STRONG Hello, BT here. Sorry about your fault. We aim to fix it by 23:59 on 10 06 2021. We’ll be in touch with any updates, or to let you know it’s fixed, so there’s no need to call us. For more details and to find out how we’re getting on, go to care.bt.com about_your_fault Your fault reference is VOL055-**************.   STRONG    FONT    FONT ",14,Jun,2021,07,Anonymous,ForumHelp
81,TEXTS from 64364 and BT_SMS,https://community.bt.com/t5/BT-com-Community-feedback/TEXTS-from-64364-and-BT-SMS/m-p/2165976#M15714,How would I be able to provide positive feedback on a BT customer service employee?           Thanks ,09,Jun,2021,08,MECROSS,ForumHelp
82,How to provide positive feedback,https://community.bt.com/t5/BT-com-Community-feedback/How-to-provide-positive-feedback/m-p/2164503#M15697,"Hello,      Without meaning to be picky, I just noticed that despite the website suggests so at multiple locations, the phone support wasn't available today until 10pm - all I got was it's available until 9pm on weekdays'. Maybe worth an update?      (I tried 150 and the 08.. number. Links:   A href=""https:  www.bt.com help contact-bt account-and-billing broadband"" target=""_blank"" rel=""noopener"" https:  www.bt.com help contact-bt account-and-billing broadband   A  and   A href=""https:  www.bt.com help contact-bt orders-and-upgrades existing-customer broadband order-upgrade"" target=""_blank"" rel=""noopener"" https:  www.bt.com help contact-bt orders-and-upgrades existing-customer broadband order-upgrade   A )       class=""mceNonEditable lia-copypaste-placeholder""         class=""mceNonEditable lia-copypaste-placeholder""        Thanks for reading best!               span class=""lia-inline-image-display-wrapper lia-image-align-inline"" image-alt=""brezniczky_3-1622238148462.png"" style=""width: 400px ""   img src=""https:  community.bt.com t5 image serverpage image-id 73270i70C2BA8F4944DB79 image-size medium?v=v2&amp amp px=400"" role=""button"" title=""brezniczky_3-1622238148462.png"" alt=""brezniczky_3-1622238148462.png""      span               class=""mceNonEditable lia-copypaste-placeholder"" ",29,May,2021,19,Mjimthe3rd,ForumHelp
83,Phone support availability glitch,https://community.bt.com/t5/BT-com-Community-feedback/Phone-support-availability-glitch/m-p/2164387#M15693,"span class=""lia-unicode-emoji"" title="":grinning_face:"" 😀   span ",28,May,2021,21,brezniczky,ForumHelp
84,Customer Service,https://community.bt.com/t5/BT-com-Community-feedback/Customer-Service/m-p/2161063#M15616,"I am very keen to pass my sincere thanks on to the Customer Service agent who I can with complete confidence say has provided me with the best customer service experience, ever, from any organisation. Her persistence in getting my  severe  and seemingly intractable problems resolved was more than a relief and I really don't want her efforts to pass unnoticed. All I can find is a link to follow to make a complaint, I'm looking for the opposite. Can someone help please? ",12,May,2021,13,patel,ForumHelp
85,Exceptional customer service,https://community.bt.com/t5/BT-com-Community-feedback/Exceptional-customer-service/m-p/2158929#M15596,I would like to post a good comment about a very helpful employee but can't see anywhere to do this.  Can you please point me in the right direction.  Thanks. ,03,May,2021,09,james21,ForumHelp
86,Helpful Employee,https://community.bt.com/t5/BT-com-Community-feedback/Helpful-Employee/m-p/2158828#M15585,"Having spoken to the Microsoft Outlook (MS) for Mac team earlier, they confirmed what BT Premium Mail's team told me and that is this: the reason Outlook is not syncing with BT Mail is because the two are not communicating properly, and this seems to only be the case since BT Yahoo mail migrated over to BT Mail.       MS advised that if enough people come forth with this issue they might be able to develop a fix for it, but at the moment there is no fix.      To be clear-the issue I am referring to is this: when I delete an email or move an email to a folder in Outlook-the action does not replicate get mirrored in my BT web based mail nor in BT Mail on my iPhone. And I have IMAP settings (BT and MS checked my settings and they are all fine).      The communication between Outlook and BT's server is no longer in existence. This is awful news for those of us who use Outlook as out main email client.       I am pleading with you all to please contact Microsoft in the US (800) 642-7676 and ask to be put through to the  Outlook team and report the issue. You can also reach them via their website's live chat feature. The advisor I spoke with said that they have an internal team who investigate these issues, so the more people report the issue the greater the chance of a resolution fix.       Please ask whoever you speak with to laise with their internal support team. They are the technical people who will log this as an issue.   span class=""lia-unicode-emoji"" title="":thumbs_up:"" 👍   span ",02,May,2021,13,PWOWEN,ForumHelp
87,Outlook for Mac and BT Mail not communicating,https://community.bt.com/t5/BT-com-Community-feedback/Outlook-for-Mac-and-BT-Mail-not-communicating/m-p/2156702#M15561,"I've just joined, but spent the last hour or so not being able to verify, as no email was sent to my yahoo.co.uk email address. I eventually got in by using a gmail address. When I try to change back to Yahoo, I still get no email, and yes, I checked my Spam folder... Any ideas? It's going to be a pain checking an email account I never use... ",21,Apr,2021,19,Psych13,ForumHelp
88,No verification email to Yahoo address,https://community.bt.com/t5/BT-com-Community-feedback/No-verification-email-to-Yahoo-address/m-p/2156119#M15554,"Hello,      Sorry to bother you guys. I wonder if there is any possible approach to get in touch with Streethub (previously InLink) team in BT for interview?      I am a university researcher and currently working on my research project towards new generation BT kiosk Streethub (previously InLink). Since BT updated the project details last year, I was trying to get in touch with the BT team for interview towards the updates and future implementation plans from emails (street hub@bt.com) and Twitter. I have sent several emails and left tons of messages on Twitter, however, I only got reply from Twitter that someone would approach me in future and no one showed up. So I want to seek help here if anyone in the community knows for interview purpose, if there is any other ways to get in touch with specific project team of BT? ",18,Apr,2021,22,Bancquo,ForumHelp
89,How can I get in touch with Streethub (previously InLink) team in BT for interview?,https://community.bt.com/t5/BT-com-Community-feedback/How-can-I-get-in-touch-with-Streethub-previously-InLink-team-in/m-p/2155913#M15551,"I have just  registered as a member of BT Community in order to make a plea, on behalf of those people-- like myself-- who have limited experience of this wonderful new medium. I frequently consult the Community website when I get stuck on how to proceed on my computer, and am grateful when I find helpful advice, but all too often those who help seem to assume that  customers have a certain amount of existing knowledge. For example, I needed to make adjustments to my email ""safe senders"" list, and was told to begin by opening the Settings tab. But I simply could not find the latter. Eventually an online chat with a BT adviser revealed that I had to click on my email address in the right, upper, part of my email screen, which produced a drop-down containing ""settings"". From there on everything was easy.      So this aged customer would ask, with due humility, if those who are kind enough to give advice would ensure that every procedural step is described with minute detail and not to assume any level of existing knowledge by those who post enquiries. May I thank you all in advance. Regards, Michael Revell [aged 90]. ",17,Apr,2021,14,YuhJ,ForumHelp
90,Differing levels of digital competence.,https://community.bt.com/t5/BT-com-Community-feedback/Differing-levels-of-digital-competence/m-p/2155499#M15544,How do I delete my community account? ,15,Apr,2021,11,selworthy7,ForumHelp
91,Community Account,https://community.bt.com/t5/BT-com-Community-feedback/Community-Account/m-p/2155094#M15536,"We just bought a brand new house pre-wired for BT with an Openreach master box in a cupboard under the stairs and phone and ethernet extension sockets in the living room next to the TV aerial socket - where you would expect them to be.      Our BT Smart Hub 2 and TV Box arrived today.   BT confirmed they have activated the broadband and the Digital Voice phone  service so we thought we were good to go.  I didn't order the BT Digital Voice phones because we have a brand new set of phones which are simple and easy to understand.  We are pensioners after all.      Because of Digital Voice, which appeared to be obligatory - we didn't opt for it -  BT have apparently deactivated all the 'old fashioned' copper wired phone and ethernet extension sockets.  So the only place we can plug in our hub and phone base unit is the Openreach master box in the cupboard under the stairs - NOT VERY PRACTICAL!!! - especially for the phone bas unit.        Oh, and the TV box also needs to be connected to the hub, whereas the TV Aerial point, which also has to be connected, is on the living room wall on the other side of the house where you would normally expect it to be.  We'd have cables running all over the house if we tried to do this.  We've asked BT to reactivate the extension sockets and we waiting on a call to confirm this.  They have a also offered to send a Digital Voice adapter and some mini connectors.          STRONG BUT my question is - did BT actually tell Barretts who built the house (i) that the BT Openreach box should be located near the TV aerial point because everything had to be connected directly into that box and (ii) that phone and ethernet extension sockets would not be required?   STRONG         We can't use the TV service yet because we need a TV aerial - booked to be installed next week.  But we also find that there is no code for our 'Eternity' brand TV - only a few years old -  so we'll be using two different remotes for the TV and the BT TV box going forward - maybe not BT's fault but b***** annoying all the same.      Yes, I know we might not have gone with BT - our first choice was Virgin Media.  However Kelly Communications, who do their installation service, identified a problem with the ducting in the street 100m from our house in mid February and STILL haven't fixed it 2 MONTHS LATER.   So at the moment BT and Digital Voice are our only option. ",13,Apr,2021,14,Anonymous,ForumHelp
92,New BT customer,https://community.bt.com/t5/BT-com-Community-feedback/New-BT-customer/m-p/2154034#M15497,"I had a great call today and was told I would get a text to leave feedback but haven't received it, is there a place to leave feedback so I know they'll be acknowledged for all they did? ",08,Apr,2021,12,JJ21,ForumHelp
93,Need to leave feedback,https://community.bt.com/t5/BT-com-Community-feedback/Need-to-leave-feedback/m-p/2154031#M15496,How do I find this out?             Adrian ,08,Apr,2021,11,LauraM,ForumHelp
94,Broadband Service ID (BBEU),https://community.bt.com/t5/BT-com-Community-feedback/Broadband-Service-ID-BBEU/m-p/2153139#M15480,"I am having issues with getting Bt email onto my apple devices.      My email works on webmail, however when trying to set up on apple it states that my password is in correct and I can not send or receive emails.      Does anyone know what the host name is and how to resolve the issue.      Many Thanks      Rachael ",04,Apr,2021,16,gulation12,ForumHelp
95,Issues with BT email on Apple devices,https://community.bt.com/t5/BT-com-Community-feedback/Issues-with-BT-email-on-Apple-devices/m-p/2152702#M15476,Is there anyway to view my old postings? ,01,Apr,2021,20,Rachael1972,ForumHelp
96,How to find old posts,https://community.bt.com/t5/BT-com-Community-feedback/How-to-find-old-posts/m-p/2152298#M15468,"Good Afternoon,      I would like to leave some positive feedback for a BT employee who went above and beyond to help me out and get my internet sorted when moving into a new house.      Could one of the moderators please message me so that I can send them the details and to give this employee recognition, thanks! ",30,Mar,2021,12,ymond1234,ForumHelp
97,Positive feedback for BT employee,https://community.bt.com/t5/BT-com-Community-feedback/Positive-feedback-for-BT-employee/m-p/2151198#M15425,Hi I hope someone can help. Recently on my partners  samsung phone he can not open bbc apps or aol app. When he uses it outside on mobile data it works It is just a problem at home when using B T wifi. I have tried cleaning cache etc. Switching internet on and off etc. Any suggestions please ,24,Mar,2021,12,jjscott90,ForumHelp
98,Multicast packet problems for three months.bt.gives me the run around  any advice please.,https://community.bt.com/t5/BT-com-Community-feedback/Multicast-packet-problems-for-three-months-bt-gives-me-the-run/m-p/2151074#M15418,"Have recently moved into a  bungalow that has a landline attached to the chimney. As the chimney needs work  I'm trying to find out if it can be removed or moved and if so what would be the cost.  I've looked on open reach altering our network enquiry, as others have suggested, but am reluctant to fill in the online form as it states  ""    Please be aware that all work requests are chargeable."" so confused I just want to ask the question not be charged for doing so. What to do?? ",23,Mar,2021,18,Leadpencil,ForumHelp
99,Unable to open apps on phone,https://community.bt.com/t5/BT-com-Community-feedback/Unable-to-open-apps-on-phone/m-p/2151058#M15416,,23,Mar,2021,18,Kaz1962,ForumHelp
100,andline attached to chimney,https://community.bt.com/t5/BT-com-Community-feedback/landline-attached-to-chimney/m-p/2150245#M15394,,19,Mar,2021,12,z60,ForumHelp
0,Board topics,https://community.bt.com/t5/ADSL-Copper-broadband/bd-p/BBinHome,Board topics ,28,Mar,2022,17,BBinHome,BBinHome
1,Broadband lagging and dropping constantly,https://community.bt.com/t5/ADSL-Copper-broadband/Broadband-lagging-and-dropping-constantly/m-p/2222478#M279743,"Recently had YouFibre doing digging work to lay new cables in the street outside house.  As a result they apparently damaged the BT copper cables.  An engineer turned up shortly after and said they were switching affected houses to a secondary or bypass cable.  Ever since they have done this, the broadband is atrocious. It freezes, lags and continously drops out  upto 50 times per day.      After reporting, I have had 2 further engineers round who claim their is no problem.  The BT diagnostic bot also claims the line to the house is sound.  Yet when speaking to an agent, they can verify on their system the hundreds of continous drop outs.      TABLE border=""0"" width=""100%"" cellspacing=""0"" cellpadding=""0""   TBODY   TR   TD width=""25%"" 15:21:52, 22 Mar.   TD   TD width=""75%"" (507561.250000) CWMP: session closed due to error: Could not resolve host   TD    TR   TR   TD width=""25%"" 15:21:52, 22 Mar.   TD   TD width=""75%"" (507561.230000) CWMP: Server URL:   A href=""https:  pbthdm.bt.mo"" target=""_blank"" rel=""noopener"" https:  pbthdm.bt.mo   A   Connecting as user: ACS username   TD    TR   TR   TD width=""25%"" 15:21:52, 22 Mar.   TD   TD width=""75%"" (507561.220000) CWMP: Session start now. Event code(s): '4 VALUE CHANGE'   TD    TR   TR   TD width=""25%"" 15:21:22, 22 Mar.   TD   TD width=""75%"" (507530.640000) CWMP: session closed due to error: Could not resolve host   TD    TR   TR   TD width=""25%"" 15:21:21, 22 Mar.   TD   TD width=""75%"" (507529.910000) CWMP: Server URL:   A href=""https:  pbthdm.bt.mo"" target=""_blank"" rel=""noopener"" https:  pbthdm.bt.mo   A   Connecting as user: ACS username   TD    TR   TR   TD width=""25%"" 15:21:21, 22 Mar.   TD   TD width=""75%"" (507529.900000) CWMP: Session start now. Event code(s): '4 VALUE CHANGE'   TD    TR   TR   TD width=""25%"" 15:21:20, 22 Mar.   TD   TD width=""75%"" (507529.320000) CWMP: Initializing transaction for event code 4 VALUE CHANGE   TD    TR   TR   TD width=""25%"" 15:21:19, 22 Mar.   TD   TD width=""75%"" (507527.620000) DSL is down after 6 minutes uptime   TD    TR   TR   TD width=""25%"" 15:21:19, 22 Mar.   TD   TD width=""75%"" (507527.620000) ETHoA is down after 6 minutes uptime   TD    TR   TR   TD width=""25%"" 15:21:18, 22 Mar.   TD   TD width=""75%"" (507526.950000) PPPoA is down after 6 minutes uptime [Waiting for Underlying Connection (WAN DSL -​ Up)]   TD    TR    TBODY    TABLE                 Ad repeat! Every few bloomin minutes. ",22,Mar,2022,15,Frustrated1000,BBinHome
2,Router disconnecting regularly,https://community.bt.com/t5/ADSL-Copper-broadband/Router-disconnecting-regularly/m-p/2221730#M279736,"Hi,      For the past couple of days, my adsl connection has been disconnecting at around 5pm both days but has also been disconnecting at other times at random.      I have tried a different router, replaced adsl filter, replaced wires as the issue appears to be with internal wiring but I haven't found where the problem may be as everything to be working properly  however the disconnection keep occurring.      I have discovered that after the disconnections the router will take a long time to reconnect, and when trying the quiet line test, this will initially indicate a noisy line, although performing the quiet line test seems to clear the phone line.      However this doesn't appear to last and I need to do it again when the connection disconnects again and was wondering if anyone may know what this may mean and how the issues can be resolved?      Thanks in advance for any help advice you can offer. ",18,Mar,2022,17,nfusedgirl100,BBinHome
3,Fiber broadband in my area.,https://community.bt.com/t5/ADSL-Copper-broadband/Fiber-broadband-in-my-area/m-p/2218374#M279717,"Hello folks, first time posting on here looking for an answer seemingly impossible to get elsewhere at the moment, in the process of moving house and when i checked the broadband connection i was able to get sky superfast coming in at around 60MB DS this has since disappeared from skys website and all others aswell. BT now claiming fiber isn't available im my area on there checker which i dont think is right.      I have read a bit on here and come to the assumption the cabinet may be full that's why I can't get it and done what has beem recommended but couldn't check with landline as we aren't in the house yet but done adress and here is what it come back with.             Basically just to see if anybody can confirm if the waiting list thing means it is available but i will need to wait until somebody cancels or moves etc.              Thanks you very much in advance for any help.         span class=""lia-inline-image-display-wrapper lia-image-align-inline"" image-alt=""Screenshot_20220301-200103_Gallery.jpg"" style=""width: 1080px ""   img src=""https:  community.bt.com t5 image serverpage image-id 76633i8D0EBE1A94833802 image-size medium?v=v2&amp amp px=400"" role=""button"" title=""Screenshot_20220301-200103_Gallery.jpg"" alt=""Screenshot_20220301-200103_Gallery.jpg""      span ",01,Mar,2022,20,GMAN123,BBinHome
4,BT broadband internet almost down to 0 Mps,https://community.bt.com/t5/ADSL-Copper-broadband/BT-broadband-internet-almost-down-to-0-Mps/m-p/2218106#M279714,"Hi, my broadband internet either wired with ethernet cable or without is down to 0.9 Mbps to 0.03 Mbps this evening since 7:30 pm. How is it possible as we usually have a speed range from 6 Mbps up to 11 Mbps? I rely on this internet connection for my work!!!! Many thanks for your comments, it is HIGHTLY FRUSTRATING and we pay entire £ 24.99 for this service. ",28,Feb,2022,20,kimtango,BBinHome
5,Neighbours have fast broadband with yourselves and I have only been offered 3mb guaranteed package.,https://community.bt.com/t5/ADSL-Copper-broadband/Neighbours-have-fast-broadband-with-yourselves-and-I-have-only/m-p/2215513#M279679,I have a prime account to watch movies and cctv camera but I won't be able to have access to either with 3mb package. Why is my neighbour able to get fast broadband and I am being offered this speed? ,17,Feb,2022,17,newaysteps,BBinHome
6,Getting rid of adsl filter,https://community.bt.com/t5/ADSL-Copper-broadband/Getting-rid-of-adsl-filter/m-p/2213648#M279651,"I have recently migrated to BT hybrid broadband and digital phone, which means that I no longer have a phone plugged into my landline, but I still have to have a filter into which my Home Hub is connected. As my master socket is 1.5 metres from the floor I find the dangling filter unsightly. Does anyone know if it’s possible to get the master socket adapted to just have a data outlet socket for the hub? ",10,Feb,2022,10,bayardmm,BBinHome
7,Broadband,https://community.bt.com/t5/ADSL-Copper-broadband/Broadband/m-p/2211826#M279637,I've got a life line in my house do I need to get another bt box put in .when I plug filter into wall the life line will tell me the phone is disconected.  I've put the internet lead into the life line box  but I don't think I'm getting enough speed for the Internet to run ,03,Feb,2022,15,Scottisdull21,BBinHome
8,A few questions,https://community.bt.com/t5/ADSL-Copper-broadband/A-few-questions/m-p/2207311#M279610,"Hello,      1,  I'm on copper ADSL at the moment will everyone need to switch to fibre  for the new VOIP phones and is there a installation cost for VOIP?      2, it looks like I have a fault on the BT socket as I have run speed tests on my ISP but am only getting 1mbps is it free to get this fixed or would this automatically get fixed when BT fibre is installed       Thanks oz   span class=""lia-unicode-emoji"" title="":slightly_smiling_face:"" 🙂   span ",18,Jan,2022,19,Oz333,BBinHome
9,Can I use 4G for home broadband?,https://community.bt.com/t5/ADSL-Copper-broadband/Can-I-use-4G-for-home-broadband/m-p/2207068#M279601,"Hi, I am responsible for a building which has ADSL broadband but the performance is really awful.  On a good day less than 3mbs down and less than 1 up.      I friend of mine has tried a 'MiFi' device with a 4G SIM card, and measuring at the building with my phone 4G is giving me perhaps 10 times the ADSL speed - 30mbs down and 10 up!      I can either get a PAYG data only SIM (£90 for 120GB) or pay a monthly contract which could work out cheaper than ADSL.      I'll need a 4G LTE router at less than £100?      Whole project looks worth pursuing, but are there any gotchas I might come across, or alternatively has anyone tried this?      Thanks ",17,Jan,2022,18,BobE1,BBinHome
10,1-3mbps broadband,https://community.bt.com/t5/ADSL-Copper-broadband/1-3mbps-broadband/m-p/2206201#M279575,"Hi all,       I'm looking at moving to a flat &amp amp  have just been told that I can only get speed of 1-3mbps. I was shocked at this but due to the location nothing can do about it.       Is this speed accurate &amp amp  has anyone any experience with broadband this low?       Will I be able to stream Netflix BT TV, BT sport &amp amp  all other stuff used with broadband?       Any help &amp amp  advice much appreciated. ",13,Jan,2022,19,Dizzie40,BBinHome
11,Corrosion Copper Wires,https://community.bt.com/t5/ADSL-Copper-broadband/Corrosion-Copper-Wires/m-p/2205845#M279570,"Hi Guys      I had a problem where the internet was dropping off, every time that happened I had to log back into the internet.      I reported it to BT, they sent an Openreach engineer to take a look at the Green Box on the roadside, who found that condensation had caused corrosion of the copper wires.       Clearly this has been going on for a long time, corrosion doesn't suddenly appear.      BT is stating basically because I could use the Broadband, I won't get compensated for it.      Any thoughts?      Many thanks. ",12,Jan,2022,10,pk46,BBinHome
12,"Request to mods, can you disable interleaving on my ADSL line?",https://community.bt.com/t5/ADSL-Copper-broadband/Request-to-mods-can-you-disable-interleaving-on-my-ADSL-line/m-p/2205728#M279559,"Hi Mods All,      I have purchased a BT ADSL line back in December. I purchased it solely due to the low latency the line provides (checked a neighbour's connection who is also with BT).      After 2 weeks, interleaving was enabled, and my latency increased by around 15 ms.      A BT call was logged and an openreach engineer came out. I explained to him the issue and he performed the Line reset DLM  reset, and voila, connection back to the better latency happy days.      After another 2 weeks, interleaving switched back on (surprising really as there was only 1 powerfailure in the home and i think 1 ADSL resync at 4am). The interleaving did go to moderate on its own, but today after another powerfailuire to the ground floor in the home where the router is, interleaving again is now fully enabled.      Mods, any chance you can completely disable interleaving for me on the line? I believe it is fastpath profile (but that's just what I have read here so may be mistaken).      If there is anything I need to do can you let me know? Happy to help out or do anything to get this fixed.      Thanks,      Adam ",11,Jan,2022,20,m6,BBinHome
13,BT Hub 4,https://community.bt.com/t5/ADSL-Copper-broadband/BT-Hub-4/m-p/2204746#M279546,"My bt hub over the past 12 months has kept  flashing orange then 5 mins later its back to blue and wifi comes back.      It used to be once a month , but the past two weeks its done it every day and last couple of days 2 or 3 times a day.      The hub is about 6 7 years old, does it need replacing?  Phone is working fine.      Thanks for any help ",06,Jan,2022,23,ityangel,BBinHome
14,Third party router problems,https://community.bt.com/t5/ADSL-Copper-broadband/Third-party-router-problems/m-p/2203345#M279527,"Hi all,      I have a wierd problem with my zyxel VMG8924 on my ADSL connection. I use the zyxel as it has a very good chipset for my longer line and the built in noise filter etc.      When I connect my ADSL it works flawless for maybe a few hours, then the by connections stops responding?       My sync stays up and the ppoa connection says connected but the BT network stops responding (won't load web pages , speed test error etc)      When I drop the ppoa connection and connect again the problem still persists.      I'm really scratching my head on this one as neither the ppoa or sync drops, just by stops responding after a few hours.      Have triple checked all settings and all correct, have never had this problem before, would anyone have any idea what's causing this?      Thanks ",30,Dec,2021,15,wshaw25,BBinHome
15,Connecting Wire to Master Socket Causes Fall in Broadband Speed,https://community.bt.com/t5/ADSL-Copper-broadband/Connecting-Wire-to-Master-Socket-Causes-Fall-in-Broadband-Speed/m-p/2203096#M279519,"Hope someone can shed some light on this curious issue for me.      I wanted to connect my router to a slave socket in an understairs cupboard.      The house was a new build 20 years ago and I ran CAT5 cabling throughout including a length of CAT5 from the back of the Master socket to the understairs cupboard.      Download speed with router connected to the Master socket test socket is 23 Mbs. (Faceplate removed)      Speed with router connected via faceplate connection is 15 Mbs.      The blue white and White blue of CAT5 cable are connected to terminals 2 and 5 respectively. In the understairs cupboard they are not connected to anything!      If I disconnect the 2 blue wires from the master socket and plug the router into the faceplate download speed is about 20Mbs.      If I connect a single wire to terminal 2 (only one wire connected)  the download speed falls to 18Mbs.      If I connect the second wire to terminal 5 the download speed falls to 15Mbs.      If I use any other pair of wires in the CAT5 cable the speed via the faceplate is 15Mbs.      In short, if I connect any wire to terminals 2 and 5, even if the cores have no connection at the other end under the stairs, the download speed is reduced from about 23Mbs to 15Mbs      How can this be rectified if I want a slave socket for my router to be connected to somewhere else in the house?      Thanks      AJ ",28,Dec,2021,23,AABBCC_CCBBAA,BBinHome
